"sname","date","value"
"10Y US Bond",2011-12-01,2.086
"10Y US Bond",2011-12-02,2.033
"10Y US Bond",2011-12-03,2.033
"10Y US Bond",2011-12-04,2.033
"10Y US Bond",2011-12-05,2.033
"10Y US Bond",2011-12-06,2.086
"10Y US Bond",2011-12-07,2.033
"10Y US Bond",2011-12-08,1.970
"10Y US Bond",2011-12-09,2.063
"10Y US Bond",2011-12-10,2.063
"10Y US Bond",2011-12-11,2.063
"10Y US Bond",2011-12-12,2.017
"10Y US Bond",2011-12-13,1.963
"10Y US Bond",2011-12-14,1.904
"10Y US Bond",2011-12-15,1.911
"10Y US Bond",2011-12-16,1.851
"10Y US Bond",2011-12-17,1.851
"10Y US Bond",2011-12-18,1.851
"10Y US Bond",2011-12-19,1.810
"10Y US Bond",2011-12-20,1.927
"10Y US Bond",2011-12-21,1.970
"10Y US Bond",2011-12-22,1.953
"10Y US Bond",2011-12-23,2.021
"10Y US Bond",2011-12-24,2.021
"10Y US Bond",2011-12-25,2.021
"10Y US Bond",2011-12-26,2.026
"10Y US Bond",2011-12-27,2.002
"10Y US Bond",2011-12-28,1.921
"10Y US Bond",2011-12-29,1.899
"10Y US Bond",2011-12-30,1.876
"10Y US Bond",2011-12-31,1.876
"10Y US Bond",2012-01-01,1.876
"10Y US Bond",2012-01-02,1.873
"10Y US Bond",2012-01-03,1.956
"10Y US Bond",2012-01-04,1.984
"10Y US Bond",2012-01-05,1.996
"10Y US Bond",2012-01-06,1.958
"10Y US Bond",2012-01-07,1.958
"10Y US Bond",2012-01-08,1.958
"10Y US Bond",2012-01-09,1.956
"10Y US Bond",2012-01-10,1.963
"10Y US Bond",2012-01-11,1.905
"10Y US Bond",2012-01-12,1.926
"10Y US Bond",2012-01-13,1.871
"10Y US Bond",2012-01-14,1.871
"10Y US Bond",2012-01-15,1.871
"10Y US Bond",2012-01-16,1.876
"10Y US Bond",2012-01-17,1.858
"10Y US Bond",2012-01-18,1.898
"10Y US Bond",2012-01-19,1.982
"10Y US Bond",2012-01-20,2.025
"10Y US Bond",2012-01-21,2.025
"10Y US Bond",2012-01-22,2.025
"10Y US Bond",2012-01-23,2.058
"10Y US Bond",2012-01-24,2.063
"10Y US Bond",2012-01-25,2.002
"10Y US Bond",2012-01-26,1.940
"10Y US Bond",2012-01-27,1.891
"10Y US Bond",2012-01-28,1.891
"10Y US Bond",2012-01-29,1.891
"10Y US Bond",2012-01-30,1.846
"10Y US Bond",2012-01-31,1.795
"10Y US Bond",2012-02-01,1.830
"10Y US Bond",2012-02-02,1.823
"10Y US Bond",2012-02-03,1.924
"10Y US Bond",2012-02-04,1.924
"10Y US Bond",2012-02-05,1.924
"10Y US Bond",2012-02-06,1.901
"10Y US Bond",2012-02-07,1.977
"10Y US Bond",2012-02-08,1.982
"10Y US Bond",2012-02-09,2.036
"10Y US Bond",2012-02-10,1.984
"10Y US Bond",2012-02-11,1.984
"10Y US Bond",2012-02-12,1.984
"10Y US Bond",2012-02-13,1.978
"10Y US Bond",2012-02-14,1.938
"10Y US Bond",2012-02-15,1.933
"10Y US Bond",2012-02-16,1.984
"10Y US Bond",2012-02-17,2.000
"10Y US Bond",2012-02-18,2.000
"10Y US Bond",2012-02-19,2.000
"10Y US Bond",2012-02-20,2.038
"10Y US Bond",2012-02-21,2.061
"10Y US Bond",2012-02-22,2.002
"10Y US Bond",2012-02-23,1.996
"10Y US Bond",2012-02-24,1.977
"10Y US Bond",2012-02-25,1.977
"10Y US Bond",2012-02-26,1.977
"10Y US Bond",2012-02-27,1.925
"10Y US Bond",2012-02-28,1.941
"10Y US Bond",2012-02-29,1.974
"10Y US Bond",2012-03-01,2.030
"10Y US Bond",2012-03-02,1.979
"10Y US Bond",2012-03-03,1.979
"10Y US Bond",2012-03-04,1.979
"10Y US Bond",2012-03-05,2.007
"10Y US Bond",2012-03-06,1.950
"10Y US Bond",2012-03-07,1.972
"10Y US Bond",2012-03-08,2.016
"10Y US Bond",2012-03-09,2.030
"10Y US Bond",2012-03-10,2.030
"10Y US Bond",2012-03-11,2.030
"10Y US Bond",2012-03-12,2.037
"10Y US Bond",2012-03-13,2.126
"10Y US Bond",2012-03-14,2.274
"10Y US Bond",2012-03-15,2.279
"10Y US Bond",2012-03-16,2.298
"10Y US Bond",2012-03-17,2.298
"10Y US Bond",2012-03-18,2.298
"10Y US Bond",2012-03-19,2.375
"10Y US Bond",2012-03-20,2.363
"10Y US Bond",2012-03-21,2.296
"10Y US Bond",2012-03-22,2.282
"10Y US Bond",2012-03-23,2.233
"10Y US Bond",2012-03-24,2.233
"10Y US Bond",2012-03-25,2.233
"10Y US Bond",2012-03-26,2.253
"10Y US Bond",2012-03-27,2.187
"10Y US Bond",2012-03-28,2.201
"10Y US Bond",2012-03-29,2.159
"10Y US Bond",2012-03-30,2.214
"10Y US Bond",2012-03-31,2.214
"10Y US Bond",2012-04-01,2.214
"10Y US Bond",2012-04-02,2.180
"10Y US Bond",2012-04-03,2.293
"10Y US Bond",2012-04-04,2.223
"10Y US Bond",2012-04-05,2.180
"10Y US Bond",2012-04-06,2.047
"10Y US Bond",2012-04-07,2.047
"10Y US Bond",2012-04-08,2.047
"10Y US Bond",2012-04-09,2.047
"10Y US Bond",2012-04-10,1.986
"10Y US Bond",2012-04-11,2.037
"10Y US Bond",2012-04-12,2.056
"10Y US Bond",2012-04-13,1.989
"10Y US Bond",2012-04-14,1.989
"10Y US Bond",2012-04-15,1.989
"10Y US Bond",2012-04-16,1.982
"10Y US Bond",2012-04-17,1.996
"10Y US Bond",2012-04-18,1.975
"10Y US Bond",2012-04-19,1.968
"10Y US Bond",2012-04-20,1.959
"10Y US Bond",2012-04-21,1.959
"10Y US Bond",2012-04-22,1.959
"10Y US Bond",2012-04-23,1.940
"10Y US Bond",2012-04-24,1.974
"10Y US Bond",2012-04-25,1.988
"10Y US Bond",2012-04-26,1.947
"10Y US Bond",2012-04-27,1.937
"10Y US Bond",2012-04-28,1.937
"10Y US Bond",2012-04-29,1.937
"10Y US Bond",2012-04-30,1.919
"10Y US Bond",2012-05-01,1.945
"10Y US Bond",2012-05-02,1.928
"10Y US Bond",2012-05-03,1.933
"10Y US Bond",2012-05-04,1.879
"10Y US Bond",2012-05-05,1.879
"10Y US Bond",2012-05-06,1.879
"10Y US Bond",2012-05-07,1.873
"10Y US Bond",2012-05-08,1.842
"10Y US Bond",2012-05-09,1.826
"10Y US Bond",2012-05-10,1.874
"10Y US Bond",2012-05-11,1.841
"10Y US Bond",2012-05-12,1.841
"10Y US Bond",2012-05-13,1.841
"10Y US Bond",2012-05-14,1.769
"10Y US Bond",2012-05-15,1.770
"10Y US Bond",2012-05-16,1.759
"10Y US Bond",2012-05-17,1.690
"10Y US Bond",2012-05-18,1.723
"10Y US Bond",2012-05-19,1.723
"10Y US Bond",2012-05-20,1.723
"10Y US Bond",2012-05-21,1.743
"10Y US Bond",2012-05-22,1.777
"10Y US Bond",2012-05-23,1.733
"10Y US Bond",2012-05-24,1.783
"10Y US Bond",2012-05-25,1.746
"10Y US Bond",2012-05-26,1.746
"10Y US Bond",2012-05-27,1.746
"10Y US Bond",2012-05-28,1.745
"10Y US Bond",2012-05-29,1.748
"10Y US Bond",2012-05-30,1.619
"10Y US Bond",2012-05-31,1.563
"10Y US Bond",2012-06-01,1.459
"10Y US Bond",2012-06-02,1.459
"10Y US Bond",2012-06-03,1.459
"10Y US Bond",2012-06-04,1.524
"10Y US Bond",2012-06-05,1.573
"10Y US Bond",2012-06-06,1.661
"10Y US Bond",2012-06-07,1.644
"10Y US Bond",2012-06-08,1.632
"10Y US Bond",2012-06-09,1.632
"10Y US Bond",2012-06-10,1.632
"10Y US Bond",2012-06-11,1.586
"10Y US Bond",2012-06-12,1.664
"10Y US Bond",2012-06-13,1.599
"10Y US Bond",2012-06-14,1.642
"10Y US Bond",2012-06-15,1.586
"10Y US Bond",2012-06-16,1.586
"10Y US Bond",2012-06-17,1.586
"10Y US Bond",2012-06-18,1.574
"10Y US Bond",2012-06-19,1.620
"10Y US Bond",2012-06-20,1.650
"10Y US Bond",2012-06-21,1.620
"10Y US Bond",2012-06-22,1.676
"10Y US Bond",2012-06-23,1.676
"10Y US Bond",2012-06-24,1.676
"10Y US Bond",2012-06-25,1.604
"10Y US Bond",2012-06-26,1.628
"10Y US Bond",2012-06-27,1.621
"10Y US Bond",2012-06-28,1.584
"10Y US Bond",2012-06-29,1.643
"10Y US Bond",2012-06-30,1.643
"10Y US Bond",2012-07-01,1.643
"10Y US Bond",2012-07-02,1.587
"10Y US Bond",2012-07-03,1.628
"10Y US Bond",2012-07-04,1.628
"10Y US Bond",2012-07-05,1.599
"10Y US Bond",2012-07-06,1.549
"10Y US Bond",2012-07-07,1.549
"10Y US Bond",2012-07-08,1.549
"10Y US Bond",2012-07-09,1.513
"10Y US Bond",2012-07-10,1.502
"10Y US Bond",2012-07-11,1.515
"10Y US Bond",2012-07-12,1.478
"10Y US Bond",2012-07-13,1.491
"10Y US Bond",2012-07-14,1.491
"10Y US Bond",2012-07-15,1.491
"10Y US Bond",2012-07-16,1.471
"10Y US Bond",2012-07-17,1.508
"10Y US Bond",2012-07-18,1.494
"10Y US Bond",2012-07-19,1.511
"10Y US Bond",2012-07-20,1.458
"10Y US Bond",2012-07-21,1.458
"10Y US Bond",2012-07-22,1.458
"10Y US Bond",2012-07-23,1.438
"10Y US Bond",2012-07-24,1.391
"10Y US Bond",2012-07-25,1.397
"10Y US Bond",2012-07-26,1.438
"10Y US Bond",2012-07-27,1.545
"10Y US Bond",2012-07-28,1.545
"10Y US Bond",2012-07-29,1.545
"10Y US Bond",2012-07-30,1.500
"10Y US Bond",2012-07-31,1.470
"10Y US Bond",2012-08-01,1.524
"10Y US Bond",2012-08-02,1.478
"10Y US Bond",2012-08-03,1.568
"10Y US Bond",2012-08-04,1.568
"10Y US Bond",2012-08-05,1.568
"10Y US Bond",2012-08-06,1.565
"10Y US Bond",2012-08-07,1.628
"10Y US Bond",2012-08-08,1.651
"10Y US Bond",2012-08-09,1.695
"10Y US Bond",2012-08-10,1.659
"10Y US Bond",2012-08-11,1.659
"10Y US Bond",2012-08-12,1.659
"10Y US Bond",2012-08-13,1.666
"10Y US Bond",2012-08-14,1.733
"10Y US Bond",2012-08-15,1.817
"10Y US Bond",2012-08-16,1.835
"10Y US Bond",2012-08-17,1.814
"10Y US Bond",2012-08-18,1.814
"10Y US Bond",2012-08-19,1.814
"10Y US Bond",2012-08-20,1.810
"10Y US Bond",2012-08-21,1.802
"10Y US Bond",2012-08-22,1.695
"10Y US Bond",2012-08-23,1.675
"10Y US Bond",2012-08-24,1.687
"10Y US Bond",2012-08-25,1.687
"10Y US Bond",2012-08-26,1.687
"10Y US Bond",2012-08-27,1.652
"10Y US Bond",2012-08-28,1.637
"10Y US Bond",2012-08-29,1.652
"10Y US Bond",2012-08-30,1.628
"10Y US Bond",2012-08-31,1.548
"10Y US Bond",2012-09-01,1.548
"10Y US Bond",2012-09-02,1.548
"10Y US Bond",2012-09-03,1.548
"10Y US Bond",2012-09-04,1.574
"10Y US Bond",2012-09-05,1.596
"10Y US Bond",2012-09-06,1.676
"10Y US Bond",2012-09-07,1.668
"10Y US Bond",2012-09-08,1.668
"10Y US Bond",2012-09-09,1.668
"10Y US Bond",2012-09-10,1.654
"10Y US Bond",2012-09-11,1.700
"10Y US Bond",2012-09-12,1.758
"10Y US Bond",2012-09-13,1.721
"10Y US Bond",2012-09-14,1.869
"10Y US Bond",2012-09-15,1.869
"10Y US Bond",2012-09-16,1.869
"10Y US Bond",2012-09-17,1.843
"10Y US Bond",2012-09-18,1.812
"10Y US Bond",2012-09-19,1.774
"10Y US Bond",2012-09-20,1.765
"10Y US Bond",2012-09-21,1.754
"10Y US Bond",2012-09-22,1.754
"10Y US Bond",2012-09-23,1.754
"10Y US Bond",2012-09-24,1.715
"10Y US Bond",2012-09-25,1.671
"10Y US Bond",2012-09-26,1.609
"10Y US Bond",2012-09-27,1.656
"10Y US Bond",2012-09-28,1.633
"10Y US Bond",2012-09-29,1.633
"10Y US Bond",2012-09-30,1.633
"10Y US Bond",2012-10-01,1.618
"10Y US Bond",2012-10-02,1.620
"10Y US Bond",2012-10-03,1.616
"10Y US Bond",2012-10-04,1.673
"10Y US Bond",2012-10-05,1.732
"10Y US Bond",2012-10-06,1.732
"10Y US Bond",2012-10-07,1.732
"10Y US Bond",2012-10-08,1.732
"10Y US Bond",2012-10-09,1.713
"10Y US Bond",2012-10-10,1.680
"10Y US Bond",2012-10-11,1.668
"10Y US Bond",2012-10-12,1.656
"10Y US Bond",2012-10-13,1.656
"10Y US Bond",2012-10-14,1.656
"10Y US Bond",2012-10-15,1.668
"10Y US Bond",2012-10-16,1.722
"10Y US Bond",2012-10-17,1.822
"10Y US Bond",2012-10-18,1.831
"10Y US Bond",2012-10-19,1.766
"10Y US Bond",2012-10-20,1.766
"10Y US Bond",2012-10-21,1.766
"10Y US Bond",2012-10-22,1.815
"10Y US Bond",2012-10-23,1.761
"10Y US Bond",2012-10-24,1.794
"10Y US Bond",2012-10-25,1.812
"10Y US Bond",2012-10-26,1.749
"10Y US Bond",2012-10-27,1.749
"10Y US Bond",2012-10-28,1.749
"10Y US Bond",2012-10-29,1.721
"10Y US Bond",2012-10-30,1.721
"10Y US Bond",2012-10-31,1.694
"10Y US Bond",2012-11-01,1.730
"10Y US Bond",2012-11-02,1.717
"10Y US Bond",2012-11-03,1.717
"10Y US Bond",2012-11-04,1.717
"10Y US Bond",2012-11-05,1.679
"10Y US Bond",2012-11-06,1.751
"10Y US Bond",2012-11-07,1.644
"10Y US Bond",2012-11-08,1.618
"10Y US Bond",2012-11-09,1.613
"10Y US Bond",2012-11-10,1.613
"10Y US Bond",2012-11-11,1.613
"10Y US Bond",2012-11-12,1.613
"10Y US Bond",2012-11-13,1.595
"10Y US Bond",2012-11-14,1.589
"10Y US Bond",2012-11-15,1.595
"10Y US Bond",2012-11-16,1.584
"10Y US Bond",2012-11-17,1.584
"10Y US Bond",2012-11-18,1.584
"10Y US Bond",2012-11-19,1.613
"10Y US Bond",2012-11-20,1.668
"10Y US Bond",2012-11-21,1.680
"10Y US Bond",2012-11-22,1.680
"10Y US Bond",2012-11-23,1.693
"10Y US Bond",2012-11-24,1.693
"10Y US Bond",2012-11-25,1.693
"10Y US Bond",2012-11-26,1.666
"10Y US Bond",2012-11-27,1.639
"10Y US Bond",2012-11-28,1.633
"10Y US Bond",2012-11-29,1.620
"10Y US Bond",2012-11-30,1.616
"10Y US Bond",2012-12-01,1.616
"10Y US Bond",2012-12-02,1.616
"10Y US Bond",2012-12-03,1.622
"10Y US Bond",2012-12-04,1.605
"10Y US Bond",2012-12-05,1.591
"10Y US Bond",2012-12-06,1.586
"10Y US Bond",2012-12-07,1.623
"10Y US Bond",2012-12-08,1.623
"10Y US Bond",2012-12-09,1.623
"10Y US Bond",2012-12-10,1.618
"10Y US Bond",2012-12-11,1.656
"10Y US Bond",2012-12-12,1.702
"10Y US Bond",2012-12-13,1.732
"10Y US Bond",2012-12-14,1.704
"10Y US Bond",2012-12-15,1.704
"10Y US Bond",2012-12-16,1.704
"10Y US Bond",2012-12-17,1.773
"10Y US Bond",2012-12-18,1.821
"10Y US Bond",2012-12-19,1.807
"10Y US Bond",2012-12-20,1.800
"10Y US Bond",2012-12-21,1.770
"10Y US Bond",2012-12-22,1.770
"10Y US Bond",2012-12-23,1.770
"10Y US Bond",2012-12-24,1.776
"10Y US Bond",2012-12-25,1.776
"10Y US Bond",2012-12-26,1.749
"10Y US Bond",2012-12-27,1.734
"10Y US Bond",2012-12-28,1.701
"10Y US Bond",2012-12-29,1.701
"10Y US Bond",2012-12-30,1.701
"10Y US Bond",2012-12-31,1.756
"10Y US Bond",2013-01-01,1.756
"10Y US Bond",2013-01-02,1.835
"10Y US Bond",2013-01-03,1.911
"10Y US Bond",2013-01-04,1.903
"10Y US Bond",2013-01-05,1.903
"10Y US Bond",2013-01-06,1.903
"10Y US Bond",2013-01-07,1.901
"10Y US Bond",2013-01-08,1.864
"10Y US Bond",2013-01-09,1.860
"10Y US Bond",2013-01-10,1.899
"10Y US Bond",2013-01-11,1.866
"10Y US Bond",2013-01-12,1.866
"10Y US Bond",2013-01-13,1.866
"10Y US Bond",2013-01-14,1.848
"10Y US Bond",2013-01-15,1.836
"10Y US Bond",2013-01-16,1.819
"10Y US Bond",2013-01-17,1.884
"10Y US Bond",2013-01-18,1.840
"10Y US Bond",2013-01-19,1.840
"10Y US Bond",2013-01-20,1.840
"10Y US Bond",2013-01-21,1.840
"10Y US Bond",2013-01-22,1.843
"10Y US Bond",2013-01-23,1.828
"10Y US Bond",2013-01-24,1.852
"10Y US Bond",2013-01-25,1.949
"10Y US Bond",2013-01-26,1.949
"10Y US Bond",2013-01-27,1.949
"10Y US Bond",2013-01-28,1.965
"10Y US Bond",2013-01-29,1.999
"10Y US Bond",2013-01-30,1.992
"10Y US Bond",2013-01-31,1.985
"10Y US Bond",2013-02-01,2.025
"10Y US Bond",2013-02-02,2.025
"10Y US Bond",2013-02-03,2.025
"10Y US Bond",2013-02-04,1.957
"10Y US Bond",2013-02-05,2.005
"10Y US Bond",2013-02-06,1.964
"10Y US Bond",2013-02-07,1.959
"10Y US Bond",2013-02-08,1.950
"10Y US Bond",2013-02-09,1.950
"10Y US Bond",2013-02-10,1.950
"10Y US Bond",2013-02-11,1.964
"10Y US Bond",2013-02-12,1.979
"10Y US Bond",2013-02-13,2.028
"10Y US Bond",2013-02-14,1.998
"10Y US Bond",2013-02-15,2.005
"10Y US Bond",2013-02-16,2.005
"10Y US Bond",2013-02-17,2.005
"10Y US Bond",2013-02-18,2.005
"10Y US Bond",2013-02-19,2.028
"10Y US Bond",2013-02-20,2.010
"10Y US Bond",2013-02-21,1.974
"10Y US Bond",2013-02-22,1.962
"10Y US Bond",2013-02-23,1.962
"10Y US Bond",2013-02-24,1.962
"10Y US Bond",2013-02-25,1.865
"10Y US Bond",2013-02-26,1.886
"10Y US Bond",2013-02-27,1.900
"10Y US Bond",2013-02-28,1.881
"10Y US Bond",2013-03-01,1.845
"10Y US Bond",2013-03-02,1.845
"10Y US Bond",2013-03-03,1.845
"10Y US Bond",2013-03-04,1.879
"10Y US Bond",2013-03-05,1.898
"10Y US Bond",2013-03-06,1.939
"10Y US Bond",2013-03-07,1.995
"10Y US Bond",2013-03-08,2.049
"10Y US Bond",2013-03-09,2.049
"10Y US Bond",2013-03-10,2.049
"10Y US Bond",2013-03-11,2.061
"10Y US Bond",2013-03-12,2.019
"10Y US Bond",2013-03-13,2.023
"10Y US Bond",2013-03-14,2.037
"10Y US Bond",2013-03-15,1.991
"10Y US Bond",2013-03-16,1.991
"10Y US Bond",2013-03-17,1.991
"10Y US Bond",2013-03-18,1.955
"10Y US Bond",2013-03-19,1.904
"10Y US Bond",2013-03-20,1.958
"10Y US Bond",2013-03-21,1.915
"10Y US Bond",2013-03-22,1.927
"10Y US Bond",2013-03-23,1.927
"10Y US Bond",2013-03-24,1.927
"10Y US Bond",2013-03-25,1.920
"10Y US Bond",2013-03-26,1.911
"10Y US Bond",2013-03-27,1.845
"10Y US Bond",2013-03-28,1.852
"10Y US Bond",2013-03-29,1.852
"10Y US Bond",2013-03-30,1.852
"10Y US Bond",2013-03-31,1.852
"10Y US Bond",2013-04-01,1.835
"10Y US Bond",2013-04-02,1.862
"10Y US Bond",2013-04-03,1.816
"10Y US Bond",2013-04-04,1.766
"10Y US Bond",2013-04-05,1.714
"10Y US Bond",2013-04-06,1.714
"10Y US Bond",2013-04-07,1.714
"10Y US Bond",2013-04-08,1.745
"10Y US Bond",2013-04-09,1.752
"10Y US Bond",2013-04-10,1.805
"10Y US Bond",2013-04-11,1.791
"10Y US Bond",2013-04-12,1.721
"10Y US Bond",2013-04-13,1.721
"10Y US Bond",2013-04-14,1.721
"10Y US Bond",2013-04-15,1.688
"10Y US Bond",2013-04-16,1.722
"10Y US Bond",2013-04-17,1.698
"10Y US Bond",2013-04-18,1.686
"10Y US Bond",2013-04-19,1.705
"10Y US Bond",2013-04-20,1.705
"10Y US Bond",2013-04-21,1.705
"10Y US Bond",2013-04-22,1.695
"10Y US Bond",2013-04-23,1.706
"10Y US Bond",2013-04-24,1.703
"10Y US Bond",2013-04-25,1.710
"10Y US Bond",2013-04-26,1.665
"10Y US Bond",2013-04-27,1.665
"10Y US Bond",2013-04-28,1.665
"10Y US Bond",2013-04-29,1.667
"10Y US Bond",2013-04-30,1.673
"10Y US Bond",2013-05-01,1.632
"10Y US Bond",2013-05-02,1.624
"10Y US Bond",2013-05-03,1.740
"10Y US Bond",2013-05-04,1.740
"10Y US Bond",2013-05-05,1.740
"10Y US Bond",2013-05-06,1.764
"10Y US Bond",2013-05-07,1.780
"10Y US Bond",2013-05-08,1.767
"10Y US Bond",2013-05-09,1.813
"10Y US Bond",2013-05-10,1.900
"10Y US Bond",2013-05-11,1.900
"10Y US Bond",2013-05-12,1.900
"10Y US Bond",2013-05-13,1.917
"10Y US Bond",2013-05-14,1.982
"10Y US Bond",2013-05-15,1.940
"10Y US Bond",2013-05-16,1.879
"10Y US Bond",2013-05-17,1.954
"10Y US Bond",2013-05-18,1.954
"10Y US Bond",2013-05-19,1.954
"10Y US Bond",2013-05-20,1.965
"10Y US Bond",2013-05-21,1.930
"10Y US Bond",2013-05-22,2.037
"10Y US Bond",2013-05-23,2.016
"10Y US Bond",2013-05-24,2.011
"10Y US Bond",2013-05-25,2.011
"10Y US Bond",2013-05-26,2.011
"10Y US Bond",2013-05-27,2.011
"10Y US Bond",2013-05-28,2.167
"10Y US Bond",2013-05-29,2.119
"10Y US Bond",2013-05-30,2.119
"10Y US Bond",2013-05-31,2.132
"10Y US Bond",2013-06-01,2.132
"10Y US Bond",2013-06-02,2.132
"10Y US Bond",2013-06-03,2.128
"10Y US Bond",2013-06-04,2.150
"10Y US Bond",2013-06-05,2.091
"10Y US Bond",2013-06-06,2.079
"10Y US Bond",2013-06-07,2.179
"10Y US Bond",2013-06-08,2.179
"10Y US Bond",2013-06-09,2.179
"10Y US Bond",2013-06-10,2.213
"10Y US Bond",2013-06-11,2.190
"10Y US Bond",2013-06-12,2.228
"10Y US Bond",2013-06-13,2.149
"10Y US Bond",2013-06-14,2.130
"10Y US Bond",2013-06-15,2.129
"10Y US Bond",2013-06-16,2.129
"10Y US Bond",2013-06-17,2.178
"10Y US Bond",2013-06-18,2.185
"10Y US Bond",2013-06-19,2.354
"10Y US Bond",2013-06-20,2.421
"10Y US Bond",2013-06-21,2.542
"10Y US Bond",2013-06-22,2.542
"10Y US Bond",2013-06-23,2.542
"10Y US Bond",2013-06-24,2.544
"10Y US Bond",2013-06-25,2.612
"10Y US Bond",2013-06-26,2.541
"10Y US Bond",2013-06-27,2.474
"10Y US Bond",2013-06-28,2.487
"10Y US Bond",2013-06-29,2.487
"10Y US Bond",2013-06-30,2.487
"10Y US Bond",2013-07-01,2.477
"10Y US Bond",2013-07-02,2.471
"10Y US Bond",2013-07-03,2.503
"10Y US Bond",2013-07-04,2.503
"10Y US Bond",2013-07-05,2.736
"10Y US Bond",2013-07-06,2.736
"10Y US Bond",2013-07-07,2.736
"10Y US Bond",2013-07-08,2.638
"10Y US Bond",2013-07-09,2.640
"10Y US Bond",2013-07-10,2.674
"10Y US Bond",2013-07-11,2.572
"10Y US Bond",2013-07-12,2.592
"10Y US Bond",2013-07-13,2.592
"10Y US Bond",2013-07-14,2.592
"10Y US Bond",2013-07-15,2.543
"10Y US Bond",2013-07-16,2.532
"10Y US Bond",2013-07-17,2.491
"10Y US Bond",2013-07-18,2.534
"10Y US Bond",2013-07-19,2.482
"10Y US Bond",2013-07-20,2.482
"10Y US Bond",2013-07-21,2.482
"10Y US Bond",2013-07-22,2.484
"10Y US Bond",2013-07-23,2.507
"10Y US Bond",2013-07-24,2.584
"10Y US Bond",2013-07-25,2.577
"10Y US Bond",2013-07-26,2.564
"10Y US Bond",2013-07-27,2.564
"10Y US Bond",2013-07-28,2.564
"10Y US Bond",2013-07-29,2.599
"10Y US Bond",2013-07-30,2.606
"10Y US Bond",2013-07-31,2.588
"10Y US Bond",2013-08-01,2.708
"10Y US Bond",2013-08-02,2.598
"10Y US Bond",2013-08-03,2.598
"10Y US Bond",2013-08-04,2.598
"10Y US Bond",2013-08-05,2.640
"10Y US Bond",2013-08-06,2.642
"10Y US Bond",2013-08-07,2.599
"10Y US Bond",2013-08-08,2.587
"10Y US Bond",2013-08-09,2.580
"10Y US Bond",2013-08-10,2.580
"10Y US Bond",2013-08-11,2.575
"10Y US Bond",2013-08-12,2.622
"10Y US Bond",2013-08-13,2.721
"10Y US Bond",2013-08-14,2.712
"10Y US Bond",2013-08-15,2.764
"10Y US Bond",2013-08-16,2.825
"10Y US Bond",2013-08-17,2.825
"10Y US Bond",2013-08-18,2.845
"10Y US Bond",2013-08-19,2.882
"10Y US Bond",2013-08-20,2.818
"10Y US Bond",2013-08-21,2.892
"10Y US Bond",2013-08-22,2.892
"10Y US Bond",2013-08-23,2.818
"10Y US Bond",2013-08-24,2.818
"10Y US Bond",2013-08-25,2.824
"10Y US Bond",2013-08-26,2.787
"10Y US Bond",2013-08-27,2.709
"10Y US Bond",2013-08-28,2.765
"10Y US Bond",2013-08-29,2.762
"10Y US Bond",2013-08-30,2.789
"10Y US Bond",2013-08-31,2.789
"10Y US Bond",2013-09-01,2.789
"10Y US Bond",2013-09-02,2.835
"10Y US Bond",2013-09-03,2.863
"10Y US Bond",2013-09-04,2.897
"10Y US Bond",2013-09-05,2.996
"10Y US Bond",2013-09-06,2.934
"10Y US Bond",2013-09-07,2.934
"10Y US Bond",2013-09-08,2.942
"10Y US Bond",2013-09-09,2.914
"10Y US Bond",2013-09-10,2.966
"10Y US Bond",2013-09-11,2.912
"10Y US Bond",2013-09-12,2.905
"10Y US Bond",2013-09-13,2.890
"10Y US Bond",2013-09-14,2.890
"10Y US Bond",2013-09-15,2.890
"10Y US Bond",2013-09-16,2.862
"10Y US Bond",2013-09-17,2.849
"10Y US Bond",2013-09-18,2.692
"10Y US Bond",2013-09-19,2.752
"10Y US Bond",2013-09-20,2.736
"10Y US Bond",2013-09-21,2.736
"10Y US Bond",2013-09-22,2.736
"10Y US Bond",2013-09-23,2.701
"10Y US Bond",2013-09-24,2.655
"10Y US Bond",2013-09-25,2.626
"10Y US Bond",2013-09-26,2.648
"10Y US Bond",2013-09-27,2.628
"10Y US Bond",2013-09-28,2.628
"10Y US Bond",2013-09-29,2.595
"10Y US Bond",2013-09-30,2.615
"10Y US Bond",2013-10-01,2.650
"10Y US Bond",2013-10-02,2.619
"10Y US Bond",2013-10-03,2.605
"10Y US Bond",2013-10-04,2.645
"10Y US Bond",2013-10-05,2.645
"10Y US Bond",2013-10-06,2.636
"10Y US Bond",2013-10-07,2.630
"10Y US Bond",2013-10-08,2.638
"10Y US Bond",2013-10-09,2.661
"10Y US Bond",2013-10-10,2.683
"10Y US Bond",2013-10-11,2.691
"10Y US Bond",2013-10-12,2.691
"10Y US Bond",2013-10-13,2.691
"10Y US Bond",2013-10-14,2.740
"10Y US Bond",2013-10-15,2.728
"10Y US Bond",2013-10-16,2.667
"10Y US Bond",2013-10-17,2.592
"10Y US Bond",2013-10-18,2.583
"10Y US Bond",2013-10-19,2.583
"10Y US Bond",2013-10-20,2.589
"10Y US Bond",2013-10-21,2.601
"10Y US Bond",2013-10-22,2.511
"10Y US Bond",2013-10-23,2.498
"10Y US Bond",2013-10-24,2.520
"10Y US Bond",2013-10-25,2.511
"10Y US Bond",2013-10-26,2.511
"10Y US Bond",2013-10-27,2.512
"10Y US Bond",2013-10-28,2.523
"10Y US Bond",2013-10-29,2.503
